iter	RMSE
256	28.7531871
257	28.69744294
258	28.59209476
259	28.5412008
260	28.41435505
261	28.32088416
262	28.26673687
263	28.20649013
264	28.15225205
265	28.1290896
266	28.07505913
267	28.03107621
268	27.9274555
269	27.88805057
270	27.84866851
271	27.80070182
272	27.75938348
273	27.73511198
274	27.68195262
275	27.65315647
276	27.59883254
277	27.55668888
278	27.5381089
279	27.4915304
280	27.455648
281	27.4179173
282	27.34724984
283	27.26421753
284	27.23436953
285	27.19767358
286	27.16343204
287	27.1079767
288	27.06041901
289	26.98534102
290	26.94631306
291	26.91269606
292	26.83561383
293	26.79729316
294	26.72128683
295	26.67628523
296	26.64906837
297	26.59113921
298	26.5320748
299	26.4377811
300	26.4136895
301	26.37516281
302	26.31334727
303	26.24093289
304	26.21316421
305	26.17376553
306	26.12698689
307	26.03966459
308	25.96665865
309	25.93477057
310	25.88790003
311	25.79024895
312	25.72983103
313	25.69494032
314	25.64849932
315	25.61965847
316	25.55101225
317	25.51759553
318	25.5005665
319	25.46815494
320	25.44163056
321	25.40725639
322	25.37783777
323	25.35354774
324	25.30489001
325	25.24606712
326	25.2251253
327	25.17185904
328	25.1212629
329	25.08069942
330	25.04870402
331	25.0122579
332	24.99551508
333	24.94115547
334	24.91067336
335	24.87432331
336	24.85051461
337	24.81543469
338	24.78342501
339	24.7558276
340	24.71470307
341	24.66644977
342	24.61830859
343	24.58588209
344	24.547582
345	24.52447809
346	24.4805349
347	24.45750602
348	24.42075262
349	24.37425947
350	24.35669694
351	24.32842238
352	24.30141862
353	24.27541072
354	24.25275086
355	24.226517
356	24.17245796
357	24.13324825
358	24.09992382
359	24.03463087
360	24.01597592
361	23.99985484
362	23.96730439
363	23.9361197
364	23.91141063
365	23.88915517
366	23.86902842
367	23.83618791
368	23.81457267
369	23.77471792
370	23.73403249
371	23.70036466
372	23.65979607
373	23.62551753
374	23.58427114
375	23.51990906
376	23.4809765
377	23.43001346
378	23.40677654
379	23.38520379
380	23.35107731
381	23.31574434
382	23.29704248
383	23.25745544
384	23.20826855
385	23.18884709
386	23.1566379
387	23.1291424
388	23.11391935
389	23.08105666
390	23.03691867
391	22.9948853
392	22.95857076
393	22.9366362
394	22.89715543
395	22.85678924
396	22.84252769
397	22.76697597
398	22.72745777
399	22.69491741
400	22.66838601
401	22.63032085
402	22.5770444
403	22.54531406
404	22.49146907
405	22.42247353
406	22.38883286
407	22.36568819
408	22.34778001
409	22.31413801
410	22.27928791
411	22.24074211
412	22.22241851
413	22.17032147
414	22.14711478
415	22.12914917
416	22.10895816
417	22.08070962
418	22.05040914
419	22.02318886
420	21.95964014
421	21.92563966
422	21.89084738
423	21.84809041
424	21.83189672
425	21.802746
426	21.77678927
427	21.74196014
428	21.7091204
429	21.67553499
430	21.6562259
431	21.64223921
432	21.60974653
433	21.5816114
434	21.55240686
435	21.52884342
436	21.51282051
437	21.49296945
438	21.4388814
439	21.40527229
440	21.37638866
441	21.34683153
442	21.33034721
443	21.28714295
444	21.26641876
445	21.24892409
446	21.220841
447	21.21026772
448	21.1674418
449	21.12409371
450	21.09369618
451	21.06879363
452	21.04431915
453	21.03386731
454	21.01461416
455	20.9924791
456	20.96399424
457	20.94984083
458	20.92725716
459	20.89902639
460	20.87703354
461	20.86544709
462	20.84747126
463	20.8121797
464	20.78882071
465	20.77754073
466	20.75591125
467	20.71896246
468	20.69019462
469	20.65370679
470	20.63006633
471	20.59245511
472	20.54080935
473	20.52008511
474	20.50544101
475	20.48056269
476	20.43826249
477	20.42204137
478	20.38699453
479	20.34917247
480	20.33004555
481	20.30074914
482	20.27361388
483	20.24256371
484	20.22013688
485	20.18830285
486	20.16832061
487	20.14245032
488	20.12152963
489	20.10586757
490	20.07857467
491	20.05733929
492	20.02861487
493	20.0183423
494	19.99795466
495	19.96866711
496	19.94102123
497	19.91787677
498	19.90091709
499	19.8772018
500	19.85509093
501	19.83692407
502	19.8213819
503	19.79593634
504	19.7732036
505	19.73379352
506	19.7087988
507	19.69151469
508	19.66686732
509	19.63431245
510	19.61684033
511	19.60194393
512	19.58669919
513	19.56519757
514	19.5418938
515	19.53179038
516	19.51003753
517	19.4896645
518	19.474925
519	19.45951547
520	19.41637773
521	19.38192363
522	19.36541109
523	19.34687205
524	19.33355683
525	19.3211408
526	19.28664806
527	19.27499702
528	19.25408312
529	19.24178799
530	19.22845904
531	19.21412142
532	19.20036487
533	19.16266085
534	19.14707322
535	19.11800333
536	19.0983867
537	19.08181411
538	19.0584998
539	19.03849862
540	19.02662681
541	19.01156194
542	18.9771359
543	18.96207583
544	18.94920207
545	18.90362504
546	18.87070654
547	18.85029343
548	18.83249752
549	18.82229987
550	18.81073681
551	18.79945626
552	18.7704809
553	18.7531341
554	18.73160734
555	18.71200737
556	18.68462299
557	18.67209139
558	18.66521996
559	18.65413512
560	18.62779185
561	18.59913614
562	18.58606134
563	18.57572923
564	18.56143307
565	18.54812287
566	18.53666034
567	18.52159034
568	18.49343497
569	18.47740633
570	18.46428366
571	18.45534394
572	18.44425109
573	18.43133938
574	18.42141579
575	18.40036348
576	18.38704755
577	18.37887455
578	18.35936765
579	18.34223976
580	18.32324063
581	18.28956531
582	18.28275003
583	18.26610894
584	18.25584422
585	18.23443334
586	18.21344063
587	18.19538517
588	18.18760701
589	18.17502023
590	18.161379
591	18.14289564
592	18.12703525
593	18.114103
594	18.09083144
595	18.07809075
596	18.06230473
597	18.05250027
598	18.03956572
599	18.00051463
600	17.99056079
601	17.97725501
602	17.96508995
603	17.95446592
604	17.9466707
605	17.93026689
606	17.92259649
607	17.89591135
608	17.87907206
609	17.86429404
610	17.84951013
611	17.83061926
612	17.82273119
613	17.81029515
614	17.80294297
615	17.78252952
616	17.76747442
617	17.74860916
618	17.73757347
619	17.73067908
620	17.71832409
621	17.70212409
622	17.69590534
623	17.68005517
624	17.65925423
625	17.6390172
626	17.62704702
627	17.61262986
628	17.60207772
629	17.58142327
630	17.57651157
631	17.55855564
632	17.54651207
633	17.51634229
634	17.49903164
635	17.48874375
636	17.47420175
637	17.46825958
638	17.45846094
639	17.44492688
640	17.43773186
641	17.43132103
642	17.42047337
643	17.41431595
644	17.40893626
645	17.39925709
646	17.38850174
647	17.36938273
648	17.35607988
649	17.34467524
650	17.33608816
651	17.33163217
652	17.31479333
653	17.3067518
654	17.29477118
655	17.28366322
656	17.27543355
657	17.26573051
658	17.23396001
659	17.22465484
660	17.21179807
661	17.19606863
662	17.18791119
663	17.17801532
664	17.16152943
665	17.15373049
666	17.14329987
667	17.13734371
668	17.1338935
669	17.12578257
670	17.11545977
671	17.08424254
672	17.07250512
673	17.0583618
674	17.05030233
675	17.03929725
676	17.02907485
677	17.02210503
678	17.01587268
679	17.00928755
680	17.00410846
681	16.98736707
682	16.97615508
683	16.96030487
684	16.93773969
685	16.921429
686	16.90901677
687	16.9031104
688	16.88312428
689	16.87393727
690	16.86789223
691	16.86305441
692	16.85005716
693	16.84170725
694	16.82604739
695	16.81847938
696	16.80772696
697	16.79555743
698	16.77464251
699	16.7685895
700	16.75675202
701	16.75192386
702	16.74377483
703	16.72781581
704	16.71922255
705	16.68826576
706	16.68075778
707	16.66871988
708	16.65836487
709	16.64929753
710	16.64115204
711	16.63406723
712	16.62836635
713	16.62452102
714	16.61420959
715	16.6074201
716	16.59128468
717	16.58592057
718	16.57927217
719	16.57315791
720	16.56884161
721	16.55255232
722	16.54348594
723	16.52988276
724	16.51773632
725	16.50668784
726	16.48225644
727	16.47558866
728	16.4610338
729	16.4518742
730	16.42596004
731	16.41884676
732	16.41048659
733	16.40508527
734	16.40011155
735	16.39102684
736	16.37697764
737	16.36887649
738	16.35961015
739	16.33446058
740	16.32329552
741	16.31588267
742	16.31079729
743	16.29759795
744	16.28292582
745	16.27048366
746	16.26477156
747	16.25752268
748	16.25300822
749	16.23735308
750	16.22334041
751	16.21672067
752	16.21243583
753	16.20569921
754	16.19674253
755	16.17827801
756	16.17047759
757	16.15363247
758	16.14055453
759	16.12794498
760	16.12131012
761	16.10845209
762	16.1048773
763	16.08698817
764	16.07733401
765	16.06818271
766	16.05232404
767	16.04418937
768	16.03944007
769	16.03003959
770	16.01989068
771	16.01105467
772	16.00115114
773	15.99543465
774	15.99119446
775	15.98598784
776	15.97259203
777	15.96325079
778	15.95132755
779	15.94219055
780	15.93354532
781	15.92944749
782	15.91830294
783	15.90734507
784	15.90117624
785	15.89486168
786	15.8845653
787	15.87625035
788	15.86421172
789	15.85258343
790	15.84886331
791	15.84468774
792	15.83829788
793	15.83036108
794	15.8159541
795	15.81104902
796	15.8058332
797	15.80053953
798	15.79443946
799	15.78295804
800	15.77089065
801	15.76508245
802	15.75622555
803	15.74209273
804	15.7349439
805	15.72240943
806	15.71499419
807	15.69555574
808	15.68959174
809	15.68544033
810	15.67992661
811	15.67369612
812	15.65551608
813	15.64902953
814	15.64359241
815	15.63821843
816	15.63178331
817	15.61991719
818	15.6146132
819	15.60795159
820	15.60216612
821	15.58570616
822	15.57269227
823	15.56392453
824	15.55632435
825	15.54972114
826	15.53795071
827	15.52982682
828	15.52038758
829	15.5149922
830	15.50765722
831	15.50486909
832	15.49875395
833	15.49401766
834	15.49046731
835	15.47754214
836	15.47029325
837	15.46213127
838	15.45298672
839	15.44810723
840	15.4314417
841	15.4250974
842	15.42089907
843	15.41408155
844	15.40782245
845	15.40236204
846	15.39863897
847	15.38195305
848	15.3775927
849	15.37386984
850	15.36960834
851	15.36402089
852	15.35728374
853	15.35073378
854	15.34636982
855	15.34103261
856	15.33510693
857	15.32740217
858	15.32146311
859	15.31789435
860	15.30983944
861	15.29294561
862	15.28718606
863	15.28063168
864	15.27684833
865	15.26745216
866	15.26208563
867	15.25807351
868	15.25248979
869	15.24611909
870	15.2415495
871	15.23643487
872	15.23268733
873	15.22512809
874	15.22128253
875	15.21610544
876	15.20881675
877	15.20351258
878	15.19687685
879	15.19172964
880	15.18345795
881	15.17741014
882	15.17294294
883	15.15294169
884	15.14572236
885	15.14231289
886	15.13205719
887	15.11294481
888	15.10566916
889	15.09921676
890	15.09634422
891	15.08756182
892	15.08478166
893	15.06377059
894	15.05715152
895	15.05286281
896	15.04399048
897	15.03746044
898	15.0289827
899	15.01506097
900	15.00506068
901	15.00088304
902	14.99814172
903	14.99255502
904	14.98469402
905	14.97994872
906	14.97328391
907	14.97070745
908	14.96707688
909	14.94768094
910	14.94288264
911	14.9398766
912	14.93284395
913	14.9243338
914	14.91339706
915	14.90914845
916	14.90624368
917	14.89781301
918	14.89067576
919	14.88661437
920	14.88276621
921	14.87834814
922	14.87354098
923	14.86359112
924	14.85473292
925	14.84862671
926	14.84564029
927	14.84082359
928	14.8278686
929	14.82432815
930	14.817501
931	14.80651293
932	14.79871704
933	14.79624741
934	14.78796742
935	14.77664428
936	14.7587391
937	14.74525757
938	14.7385423
939	14.73241186
940	14.72921662
941	14.71647544
942	14.71265218
943	14.70613916
944	14.70020121
945	14.6946686
946	14.68781315
947	14.68059995
948	14.67459544
949	14.66846259
950	14.65080147
951	14.64023454
952	14.6374288
953	14.62839986
954	14.62450092
955	14.6180259
956	14.61545381
957	14.61264076
958	14.60327516
959	14.59348256
960	14.58812624
961	14.58569867
962	14.57900889
963	14.57466651
964	14.56493353
965	14.55190715
966	14.54872078
967	14.54313794
968	14.5335297
969	14.52986363
970	14.52060211
971	14.51265301
972	14.50087091
973	14.49672696
974	14.48993252
975	14.48510101
976	14.48126012
977	14.47531323
978	14.47074869
979	14.46345552
980	14.45812997
981	14.45236233
982	14.43880532
983	14.4353865
984	14.43369989
985	14.4309337
986	14.42738961
987	14.41853975
988	14.41505667
989	14.40956403
990	14.40325925
991	14.39759949
992	14.3835748
993	14.37832856
994	14.3753072
995	14.36854907
996	14.36575229
997	14.36217721
998	14.35427951
999	14.35088192
42927254
999	14.42374641
